label,titletext
13,會計學系面試時間如果與其他校系衝突，可以調整嗎？
11,管理科學學系有哪些師資？ 
3,公共行政學系是否能自行選填面試的時間?
12,風險管理與保險學系面試的方式為何？
10,商管學院全球財務管理全英語學士學位學程學生的學雜費有沒有不一樣?
7,財務金融學系培養哪些能力?
11,就讀管理科學學系的學生畢業學分數要求?
9,商管學院有什麼特色？
12,風險管理與保險學系適合從事的工作
0,企業管理學系都學習哪些課程?
13,會計學系畢業校友通常任職哪些行業?
12,風險管理與保險學系和企管系有什麼差異?
10,商管學院全球財務管理全英語學士學位與其他商管相關學系的差異?
5,念完資訊管理學系之後會變成怎麼樣的人?
8,讀經濟學系有什麼優勢?
8,經濟學系畢業生主要就業方向
8,經濟學系與商管其他科的不同之處?
2,運輸管理學系面試的方式為何？
14,統計學系是否能自行選填面試的時間?
9,校內有什麼學生可免費利用的資源?
3,公共行政學系大四必修有哪些?
11,管理科學學系(事業經營組)與企管系的差異?
12,風險管理與保險學系專業之未來發展為何呢?
2,運輸管理學系大三必修有哪些?
12,風險管理與保險學系四年必修有哪些?
3,公共行政學系可以提早預讀碩士班嗎?
14,統計學系可以提早預讀碩士班課程嗎?
3,了解公共行政學系
9,商管學院有哪些優秀的畢業系友?
2,運輸管理學系大二必修有哪些?
14,統計學系和其他類似學系有何不同?
8,就讀經濟學系的先決條件是什麼?
4,產業經濟學系四年的專業選修有哪些?
10,商管學院全球財務管理全英語學士學位有哪些優秀的畢業系友?
11,管理科學學系與商管其他科的不同之處?
13,會計學系所主要發展方向
7,能告訴我選擇淡江財務金融學系而非其他學校的理由嗎?
3,公共行政學系有哪些師資？ 
11,管理科學學系有出國交換的機會嗎?
4,產業經濟學系課程內容為何？
11,管理科學學系(行銷與流通管理組)畢業生主要就業方向
6,就讀國際企業學系的先決條件是什麼?
7,念完財務金融學系之後會變成怎麼樣的人?
3,認識公共行政學系
9,商管學院與產業接觸的機會有很多嗎？
6,認識國際企業學系(經貿管理組)
4,產業經濟學系的特色?
9,商管學院是否能自行選填面試的時間?
2,想要更換面試梯次時間是否需要提早跟運輸管理學系系所告知？
8,經濟學系課程設計特色
12,風險管理與保險學系畢業從事哪些保險業?
2,運輸管理學系英文畢業門檻是什麼?
11,管理科學學系面試時有規定穿著或額外準備的需求嗎？
14,統計學系面試時間如果與其他校系衝突，可以調整嗎？
9,商管學院有出國交換的機會嗎?
2,運輸管理學系有什麼學程資訊可以介紹一下嗎？
13,會計學系有什麼特色？
9,商管學院個人申請面試時間與地點?
12,認識風險管理與保險學系
8,經濟學系大四必修有哪些?
12,能告訴我選擇淡江風險管理與保險學系而非其他學校的理由嗎?
8,經濟學系能雙主修或輔其他系嗎?
5,何種特質的學生適合念資訊管理學系?
5,能告訴我選擇淡江資訊管理學系而非其他學校的理由嗎?
0,企業管理學系大四必修有哪些?
7,財務金融學系與商管其他科的不同之處?
5,資訊管理學系有校外實習或參訪見習的機會嗎？
0,認識企業管理學系
6,國際企業學系(國際商學全英語組)的特色課程
6,國際企業學系(經貿管理組)都學習哪些課程?
5,資訊管理學系可以修其他系的課程嗎?
13,會計學系有哪些優秀的畢業系友?
5,資訊管理系與資訊工程系的差異是？
0,企業管理學系具備哪些個人特質
3,公共行政學系在四年會具備哪些能力?
12,風險管理與保險學系有哪些師資？ 
6,國際企業學系(國際商學全英語組)大三必修有哪些?
11,管理科學學系(行銷與流通管理組)具備哪些個人特質
7,財務金融學系面試會要求以英語自我介紹嗎？
8,經濟學系個人申請面試時間與地點?
2,運輸管理學系四年必修有哪些?
5,資訊管理學系很難讀嗎?
3,何種特質的學生適合念公共行政學系?
2,運輸管理學系有機會提前畢業嗎？
3,公共行政學系的特色?
4,產業經濟學系有出國交換的機會嗎?
8,經濟學系可以提早預讀碩士班課程嗎?
7,財務金融學系英文畢業門檻是什麼?
10,商管學院全球財務管理全英語學士學位的優勢
2,了解運輸管理學系
13,會計學系畢業後升學的方向有哪些？
13,會計學系英文畢業門檻是什麼?
8,淡江經濟學系跟其他學校的經濟學系有哪裡不同?
11,管理科學學系(事業經營組)與企業管理學系的差異?
7,財務金融學系在四年會具備哪些能力?
13,會計學系大三必修有哪些?
10,商管學院全球財務管理全英語學士學位很難讀嗎?
6,了解國際企業學系(國際商學全英語組)
12,風險管理與保險學系每學期要修多少學分數?
9,能告訴我選擇淡江商管學院而非其他學校的理由嗎?
8,經濟學系面試時有規定穿著或額外準備的需求嗎？
11,管理科學學系可以考哪些證照？
14,統計學系TSDC深度資料力培訓計畫是什麼?
2,運輸管理學系的系友生涯發展
4,產業經濟學系碩士國外聯學位的申請
12,風險管理與保險學系可以修其他系的課程嗎?
12,風險管理與保險學系面試要帶口罩嗎?
8,經濟學系具備哪些個人特質
11,管理科學學系(事業經營組)四年必修有哪些?
5,資訊管理學系的就業機會有哪些？
8,經濟學系有出國交換的機會嗎?
6,國際企業學系有什麼特色？
4,就讀產業經濟學系的學生畢業學分數要求?
10,商管學院全球財務管理全英語學士學位學程的名稱為學士學位學程，請問畢業之後就有大學學歷嗎? 畢業和一般學士學位 有何不同？學程畢業證書是否有別?
12,風險管理與保險學系的高階保險專業證照研討課程學什麼?
0,企業管理學系所主要發展方向
11,管理科學學系(行銷與流通管理組)的系友生涯發展
13,會計學系大一必修有哪些?
12,風險管理與保險學系個人申請面試時間與地點?
9,商管學院課程內容為何？
12,風險管理與保險學系課程設計特色
13,會計學系大二必修有哪些?
10,商管學院全球財務管理全英語學士學位可以提早預讀碩士班嗎?
10,就讀商管學院全球財務管理全英語學士學位的學生畢業學分數要求?
6,國際企業學系(經貿管理組)大一必修有哪些?
0,企業管理學系畢業生主要就業方向
12,風險管理與保險學系的產險實務講座課程學什麼?
7,財務金融學系課程內容為何？
4,產業經濟學系畢業後升學的方向有哪些？
7,了解財務金融學系
6,國際企業學系(經貿管理組)課程設計特色
5,資訊管理學系四年的專業選修有哪些?
5,認識資訊管理學系
5,資訊管理學系都學些什麼?
11,管理科學學系可以修其他系的課程嗎?
12,風險管理與保險學系課程內容為何？
13,會計學系畢業生主要就業方向
6,國際企業學系(經貿管理組)大二必修有哪些?
5,資訊管理學系都學習哪些課程?
5,資訊管理學系培養哪些能力?
11,管理科學學系(事業經營組)的優勢
7,財務金融學系面試要帶口罩嗎?
8,經濟學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
11,管理科學學系(事業經營組)培養哪些能力?
2,運輸管理學系有哪些優秀的畢業系友?
2,運輸管理學系面試會要求以英語自我介紹嗎？
11,讀管理科學學系有什麼優勢?
13,會計學系取得澳洲會計師公會認證對取得證照有什麼好處？
2,運輸管理學系培養哪些能力?
5,資訊管理學系專業之未來發展為何呢?
6,國際企業學系的國際商學全英語組的課程規劃
9,商管學院面試要帶口罩嗎?
14,統計學系面試會要求以英語自我介紹嗎？
10,商管學院全球財務管理全英語學士學位課程內容為何？
2,運輸管理學系可以修其他系的課程嗎?
4,何種特質的學生適合念產業經濟學系?
4,產業經濟學系畢業生主要就業方向
0,企業管理學系四年必修有哪些?
8,經濟學系在四年會具備哪些能力?
7,財務金融學系很難讀嗎?
11,管理科學學系畢業後升學的方向有哪些？
13,會計學系培養哪些能力?
8,念完經濟學系之後會變成怎麼樣的人?
6,認識國際企業學系(國際商學全英語組)
9,商管學院有什麼學程資訊可以介紹一下嗎？
11,管理科學學系(行銷與流通管理組)都學些什麼?
7,財務金融學系畢業校友通常任職哪些行業?
2,運輸管理學系很難讀嗎?
8,經濟學系的特色?
10,全財管全英語學士學位學程位於哪個校園?
8,何種特質的學生適合念經濟學系?
6,國際企業學系(國際商學全英語組)四年的專業選修有哪些?
11,管理科學學系專業之未來發展為何呢?
5,資訊管理學系面試時有規定穿著或額外準備的需求嗎？
6,國際企業學系可以考哪些證照？
7,財務金融學系畢業從事金融業之櫃台人員、理專、業務員嗎?
5,資訊管理學系畢業校友通常任職哪些行業?
13,會計學系是否培養同學的社會參與責任與能力？
13,會計學系適合從事的工作
10,商管學院全球財務管理全英語學士學位有出國交換的機會嗎?
6,國際企業學系(國際商學全英語組)與企業管理學系的差異?
6,國際企業學系(經貿管理組)都學些什麼?
7,財務金融學系有哪些師資？ 
11,管理科學學系(行銷與流通管理組)所主要發展方向
2,運輸管理學系是否能自行選填面試的時間?
4,產業經濟學系都學些什麼?
6,國際企業學系的就業機會有哪些？
14,統計學系畢業後升學的方向有哪些？
13,會計學系課程設計特色
9,商管學院學生交換到海外學校相對其他國內大學有何優勢
11,管理科學學系(行銷與流通管理組)大四必修有哪些?
11,認識管理科學學系(事業經營組)
13,會計學系有哪些會計相關競賽?
2,運輸管理學系的特色課程
8,經濟學系畢業後升學的方向有哪些？
2,運輸管理學系都學習哪些課程?
14,讀統計學系有什麼優勢?
9,商管學院面試時間如果與其他校系衝突，可以調整嗎？
13,會計學系可以提早預讀碩士班課程嗎?
0,企業管理學系有出國交換的機會嗎?
7,財務金融學系大三必修有哪些?
8,經濟學系會不會學得很理論呢?
12,風險管理與保險學系很難讀嗎?
14,統計學系能雙主修或輔其他系嗎?
3,公共行政學系畢業校友通常任職哪些行業?
14,統計學系培養哪些能力?
12,風險管理與保險學系大四必修有哪些?
8,經濟學系與產業接觸的機會有很多嗎？
11,管理科學學系能雙主修或輔其他系嗎?
2,運輸管理學系培養哪些能力?
2,考運輸管理學系的學生、家長或陪考親友，有地方提供休息嗎？
11,管理科學學系(事業經營組)具備哪些個人特質
5,資訊管理學系能雙主修或輔其他系嗎?
0,就讀企業管理學系的先決條件是什麼?
14,統計學系畢業生主要就業方向
7,財務金融學系大一必修有哪些?
5,資訊管理學系有什麼學程資訊可以介紹一下嗎？
13,何種特質的學生適合念會計學系?
8,經濟學系跟產業經濟系的差異是甚麼呢?
4,能告訴我選擇淡江產業經濟學系而非其他學校的理由嗎?
14,統計學系有哪些資訊相關競賽?
11,管理科學學系有什麼特色？
7,何種特質的學生適合念財務金融學系?
6,國際企業學系的國際商學全英語組有哪些大三出國合作學校
2,運輸管理學系個人申請面試時間與地點?
6,國際企業學系(國際商學全英語組)培養哪些能力?
5,資訊管理學系的特色課程
2,運輸管理學系在四年會具備哪些能力?
7,財務金融學系有出國交換的機會嗎?
3,公共行政學系課程內容為何？
5,資訊管理學系培養哪些能力?
8,經濟學系面試的方式為何？
11,念完管理科學學系之後會變成怎麼樣的人?
13,會計學系四年必修有哪些?
5,就讀資訊管理學系的先決條件是什麼?
14,統計學系四年的專業選修有哪些?
5,資訊管理學系可以提早預讀碩士班嗎?
8,經濟學系大二必修有哪些?
0,企業管理學系專業之未來發展為何呢?
2,運輸管理學系與商管其他科的不同之處?
5,資訊管理學系個人申請面試時間與地點?
13,會計學系有校外實習或參訪見習的機會嗎？
6,國際企業學系(經貿管理組)大四必修有哪些?
14,統計學系面試的方式為何？
3,公共行政學系四年的專業選修有哪些?
3,公共行政學系專業之未來發展為何呢?
2,運輸管理學系面試時間如果與其他校系衝突，可以調整嗎？
7,財務金融學系面試的方式為何？
12,風險管理與保險學系面試會要求以英語自我介紹嗎？
3,能告訴我選擇淡江公共行政學系而非其他學校的理由嗎?
11,管理科學學系和其他類似學系有何不同?
7,財務金融學系專業之未來發展為何呢?
4,讀產業經濟學系有什麼優勢?
5,資訊管理學系畢業生主要就業方向
6,國際企業學系(國際商學全英語組)與國際貿易學系的差異?
10,商管學院全球財務管理全英語學士學位每學期要修多少學分數?
6,國際企業學系(國際商學全英語組)都學習哪些課程?
8,經濟學系很難讀嗎?
6,讀國際企業學系有什麼優勢?
13,會計學系有哪些師資？ 
4,產業經濟學系課程設計特色
12,風險管理與保險學系有什麼特色？
3,公共行政學系畢業後一定要投入公職?
4,產業經濟學系與經濟學系的差異?
8,經濟學系有校外實習或參訪見習的機會嗎？
12,風險管理與保險學系面試時間如果與其他校系衝突，可以調整嗎？
9,商管學院有哪些師資？ 
14,統計學系有哪些優秀的畢業系友?
2,運輸管理學系畢業從事僅從事運輸服務人員 (如：司機員、物流人員、空服員、交通指揮…)?
3,公共行政學系所主要發展方向
2,運輸管理學系的特色?
3,公共行政學系與產業接觸的機會有很多嗎？
12,念完風險管理與保險學系之後會變成怎麼樣的人?
3,公共行政學系的優勢
4,產業經濟學系培養哪些能力?
6,國際企業學系(經貿管理組)與企業管理學系的差異?
12,風險管理與保險學系在四年會具備哪些能力?
5,讀資訊管理學系有什麼優勢?
7,財務金融學系個人申請面試時間與地點?
2,運輸管理學系和其他類似學系有何不同?
3,公共行政學系的課程或考試是否都以背誦居多？
6,國際企業學系面試的方式為何？
5,資訊管理學系與資工系、資科系、企管系的差異?
5,資訊管理學系有機會提前畢業嗎？
5,資訊管理學系和其他類似學系有何不同?
10,商管學院全球財務管理全英語學士學位專業之未來發展為何呢?
8,經濟學系適合從事的工作
7,財務金融學系有哪些資訊相關競賽?
5,資訊管理學系是否能自行選填面試的時間?
4,產業經濟學系與商管其他科的不同之處?
4,產業經濟學系可以修其他系的課程嗎?
9,商管學院領先國內相同學院的項目或者作法
2,運輸管理學系都學些什麼?
11,管理科學學系有哪些優秀的畢業系友?
10,商管學院全球財務管理全英語學士學位有系內專屬的獎學金嗎？
7,財務金融學系面試時間如果與其他校系衝突，可以調整嗎？
12,風險管理與保險學系的特色?
14,念完統計系之後會變成什麼樣的人?
5,資訊管理學系有哪些優秀的畢業系友?
6,國際企業學系(國際商學全英語組)大二必修有哪些?
8,經濟學系培養哪些能力?
4,產業經濟學系大二必修有哪些?
2,運輸管理學系大四必修有哪些?
5,資訊管理學系畢業後從事程式，資料庫，網站，雲端機房服務管理，資訊安全維護?
0,企業管理學系都學些什麼?
14,統計學系課程設計特色
6,國際企業學系有哪些資訊相關競賽?
3,公共行政學系面試時需要攜帶紙本資料提供面試委員參閱嗎？
11,管理科學學系(事業經營組)都學習哪些課程?
9,商管學院畢業校友通常任職哪些行業?
14,統計學系的系友生涯發展
0,企業管理學系與產業接觸的機會有很多嗎？
7,財務金融學系有校外實習或參訪見習的機會嗎？
3,公共行政學系很難讀嗎?
5,資訊管理學系會學會哪些程式語言?
14,何種特質的學生適合念統計學系?
6,國際企業學系(國際商學全英語組)具備哪些個人特質
4,產業經濟學系面試要帶口罩嗎?
6,念完國際企業學系之後會變成怎麼樣的人?
0,企業管理學系每學期要修多少學分數?
6,國際企業學系課程內容為何？
11,管理科學學系有哪些資訊相關競賽?
14,統計學系所主要發展方向
6,國際企業學系有機會提前畢業嗎？
2,運輸管理學系面試時有規定穿著或額外準備的需求嗎？
7,財務金融學系大二必修有哪些?
3,公共行政學系有什麼特色？
10,商管學院全球財務管理全英語學士學位在四年會具備哪些能力?
13,會計學系很難讀嗎?
6,國際企業學系在四年會具備哪些能力?
10,商管學院全球財務管理全英語學士學位有機會提前畢業嗎？
12,風險管理與保險學系培養哪些能力?
2,運輸管理學系所主要發展方向
9,淡江大學有什麼軟體資源?
8,經濟學系有系內專屬的獎學金嗎？
2,運輸管理學系大一必修有哪些?
4,產業經濟學系可否到其他學校上課？
9,商管學院專業之未來發展為何呢?
14,統計學系課程內容為何？
2,讀運輸管理學系有什麼優勢?
7,財務金融學系大四必修有哪些?
13,會計學系面試時有規定穿著或額外準備的需求嗎？
11,管理科學學系有什麼學程資訊可以介紹一下嗎？
14,統計學系畢業從事會計師或記帳師?
8,經濟學系四年必修有哪些?
12,讀風險管理與保險學系有什麼優勢?
2,運輸管理學系有系內專屬的獎學金嗎？
8,經濟學系內有哪些學生團隊可以參加?
4,產業經濟學系大一必修有哪些?
8,經濟學系培養哪些能力?
14,統計學系有機會提前畢業嗎？
3,公共行政學系適合從事的工作
4,產業經濟學系培養哪些能力?
14,統計學系具備哪些個人特質
11,管理科學學系與產業接觸的機會有很多嗎？
5,資訊管理學系與資訊工程學系、資訊科學學系、企業管理學系的差異?
7,讀財務金融學系有什麼優勢?
3,公共行政學系面試要帶口罩嗎?
10,商管學院全球財務管理全英語學士學位的特色課程
4,產業經濟學系有哪些師資？ 
12,風險管理與保險學系畢業校友通常任職哪些行業?
10,商管學院全球財務管理全英語學士學位有什麼特色？
12,風險管理與保險學系培養哪些能力?
6,國際企業學系(國際商學全英語組)的優勢
2,就讀運輸管理學系的先決條件是什麼?
6,國際企業學系(國際商學全英語組)所主要發展方向
4,產業經濟學系適合從事的工作
6,何種特質的學生適合念國際企業學系?
5,資訊管理學系具備哪些個人特質
10,商管學院全球財務管理全英語學士學位大四必修有哪些?
8,經濟學系面試要帶口罩嗎?
12,風險管理與保險學系畢業後升學的方向有哪些？
8,經濟學系可以考哪些證照？
11,就讀管理科學學系的先決條件是什麼?
0,企業管理學系有什麼學程資訊可以介紹一下嗎？
6,國際企業學系(經貿管理組)的特色?
0,企業管理學系面試要帶口罩嗎?
4,產業經濟學系每學期要修多少學分數?
10,商管學院全球財務管理全英語學士學位培養哪些能力?
7,財務金融學系可以提早預讀碩士班嗎?
4,產業經濟學系有什麼學程資訊可以介紹一下嗎？
0,企業管理學系畢業從事哪些工作?
13,了解會計學系
3,公共行政學系有哪些優秀的畢業系友?
8,經濟學系的特色課程
0,企業管理學系畢業後升學的方向有哪些？
0,企業管理學系的優勢
10,商管學院全球財務管理全英語學士學位有校外實習或參訪見習的機會嗎？
11,管理科學學系個人申請面試時間與地點?
4,產業經濟學系面試的方式為何？
0,企業管理學系的特色?
